   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    20192    0.029    0.000    0.071    0.000 utils.py:1046(_validate_header_part)
     2524    0.038    0.000    4.414    0.002 utils.py:107(proxy_bypass)
     1264    0.005    0.000    0.105    0.000 utils.py:131(_parse_into_words)
     2524    0.148    0.000    4.843    0.002 utils.py:194(get_netrc_auth)
     7572    0.011    0.000    0.011    0.000 utils.py:201(<genexpr>)
    17668    0.096    0.000    0.275    0.000 utils.py:335(to_key_val_list)
     2524    0.014    0.000    0.018    0.000 utils.py:508(_parse_content_type_header)
    22716    0.032    0.000    0.048    0.000 utils.py:51(_has_surrogates)
     2524    0.049    0.000    0.067    0.000 utils.py:52(correct)
     2524    0.022    0.000    0.054    0.000 utils.py:533(get_encoding_from_headers)
     2524    0.003    0.000    0.003    0.000 utils.py:55(<listcomp>)
     2524    0.004    0.000    0.004    0.000 utils.py:56(<listcomp>)
     2524    0.002    0.000    0.002    0.000 utils.py:575(iter_slices)
     2524    0.034    0.000    0.047    0.000 utils.py:630(unquote_unreserved)
   435687    0.304    0.000    0.441    0.000 utils.py:64(ensure_unicode)
     2524    0.011    0.000    0.100    0.000 utils.py:654(requote_uri)
     2524    0.043    0.000    0.315    0.000 utils.py:71(proxy_bypass_registry)
     5048    0.005    0.000    0.005    0.000 utils.py:737(set_environ)
     2524    0.054    0.000    4.737    0.002 utils.py:759(should_bypass_proxies)
     2524    0.014    0.000    0.074    0.000 utils.py:767(get_proxy)
     2524    0.018    0.000    8.975    0.004 utils.py:819(get_environ_proxies)
     5048    0.061    0.000    0.403    0.000 utils.py:831(select_proxy)
     2524    0.005    0.000    0.005    0.000 utils.py:884(default_user_agent)
     2524    0.018    0.000    0.113    0.000 utils.py:893(default_headers)
    43808    0.059    0.000    0.059    0.000 {built-in method __new__ of type object at 0x00007FF960594920}
    70672    0.127    0.000    0.127    0.000 {built-in method _abc._abc_instancecheck}
     5048    0.010    0.000    0.010    0.000 {built-in method _codecs.utf_8_decode}
     2524    0.081    0.000    0.104    0.000 {built-in method _socket.getaddrinfo}
     2524    0.025    0.000    0.025    0.000 {built-in method _thread.allocate_lock}
     2524    0.003    0.000    0.003    0.000 {built-in method builtins.all}
    15144    0.024    0.000    0.050    0.000 {built-in method builtins.any}
     4381    0.002    0.000    0.002    0.000 {built-in method builtins.chr}
        1    0.000    0.000  334.499  334.499 {built-in method builtins.exec}
    32828    0.040    0.000    0.040    0.000 {built-in method builtins.getattr}
    68148    0.060    0.000    0.060    0.000 {built-in method builtins.hasattr}
  4308767    1.488    0.000    1.696    0.000 {built-in method builtins.isinstance}
     5048    0.004    0.000    0.004    0.000 {built-in method builtins.iter}
5044697/5042173    1.640    0.000    1.644    0.000 {built-in method builtins.len}
    41646    0.091    0.000    0.384    0.000 {built-in method builtins.max}
     1620    0.002    0.000    0.002    0.000 {built-in method builtins.min}
    10112    0.022    0.000    0.157    0.000 {built-in method builtins.next}
   960951    0.274    0.000    0.274    0.000 {built-in method builtins.ord}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.print}
     9360    0.018    0.000    0.116    0.000 {built-in method builtins.setattr}
    56790    0.063    0.000    0.063    0.000 {built-in method builtins.sorted}
     2524    0.442    0.000    0.456    0.000 {built-in method io.open}
     5048    0.004    0.000    0.004    0.000 {built-in method nt.fspath}
     5048    0.866    0.000    0.866    0.000 {built-in method nt.stat}
     2524    0.002    0.000    0.002    0.000 {built-in method sys.audit}
     2524    0.002    0.000    0.002    0.000 {built-in method time.monotonic}
     5048    0.005    0.000    0.005    0.000 {built-in method time.perf_counter}
    10096    0.011    0.000    0.011    0.000 {built-in method time.time}
      624    0.002    0.000    0.002    0.000 {built-in method unicodedata.normalize}
     5048    0.195    0.000    0.195    0.000 {built-in method winreg.OpenKey}
     7572    0.215    0.000    0.215    0.000 {built-in method winreg.QueryValueEx}
     2524    0.002    0.000    0.002    0.000 {function HTTPResponse.flush at 0x000001426404E710}
     5048    0.015    0.000    0.025    0.000 {function SocketIO.close at 0x00000142608437F0}
     2524    0.445    0.000    0.445    0.000 {function socket.close at 0x0000014260842DD0}
     2524    0.018    0.000    0.018    0.000 {method 'Close' of 'PyHKEY' objects}
    58052    0.042    0.000    0.042    0.000 {method '__enter__' of '_thread.lock' objects}
     2524    0.137    0.000    0.137    0.000 {method '__exit__' of '_io._IOBase' objects}
    10096    0.007    0.000    0.007    0.000 {method '__exit__' of '_thread.RLock' objects}
    58052    0.026    0.000    0.026    0.000 {method '__exit__' of '_thread.lock' objects}
   233239    0.067    0.000    0.071    0.000 {method '__getitem__' of 'dict' objects}
     5049    0.007    0.000    0.007    0.000 {method '_checkClosed' of '_io._IOBase' objects}
     5049    0.010    0.000    0.016    0.000 {method '_checkReadable' of '_io._IOBase' objects}
    10096    0.015    0.000    0.015    0.000 {method 'acquire' of '_thread.RLock' objects}
    55528    0.045    0.000    0.045    0.000 {method 'acquire' of '_thread.lock' objects}
    27764    0.012    0.000    0.012    0.000 {method 'append' of 'collections.deque' objects}
 15008880    4.571    0.000    4.571    0.000 {method 'append' of 'list' objects}
     5048    0.004    0.000    0.004    0.000 {method 'appendleft' of 'collections.deque' objects}
     5048    0.006    0.000    0.006    0.000 {method 'clear' of 'collections.OrderedDict' objects}
       90    0.001    0.000    0.001    0.000 {method 'clear' of 'dict' objects}
     2524    0.020    0.000    0.055    0.000 {method 'close' of '_io.BufferedReader' objects}
     2524    7.091    0.003    7.091    0.003 {method 'connect' of '_socket.socket' objects}
    10096    0.011    0.000    0.011    0.000 {method 'copy' of 'dict' objects}
    17668    0.025    0.000    0.025    0.000 {method 'count' of 'bytes' objects}
    10096    0.012    0.000    0.012    0.000 {method 'count' of 'str' objects}
    17668    0.018    0.000    0.018    0.000 {method 'decode' of 'bytearray' objects}
   969154    0.311    0.000    0.311    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
105377/102853    0.106    0.000    0.140    0.000 {method 'encode' of 'str' objects}
     5048    0.004    0.000    0.004    0.000 {method 'end' of 're.Match' objects}
    10096    0.012    0.000    0.012    0.000 {method 'endswith' of 'str' objects}
     5048    0.007    0.000    0.007    0.000 {method 'extend' of 'collections.deque' objects}
     5048    0.010    0.000    0.012    0.000 {method 'extend' of 'list' objects}
    96985    0.082    0.000    0.082    0.000 {method 'find' of 'str' objects}
     1264    0.086    0.000    0.086    0.000 {method 'findall' of 're.Pattern' objects}
      178    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
        8    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
      135    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
    12620    0.029    0.000    0.029    0.000 {method 'fullmatch' of 're.Pattern' objects}
    60576    0.070    0.000    0.070    0.000 {method 'get' of 'dict' objects}
    10733    0.009    0.000    0.009    0.000 {method 'group' of 're.Match' objects}
    15144    0.019    0.000    0.019    0.000 {method 'groups' of 're.Match' objects}
     3155    0.003    0.000    0.003    0.000 {method 'isalnum' of 'str' objects}
      855    0.001    0.000    0.001    0.000 {method 'isascii' of 'str' objects}
    10096    0.006    0.000    0.006    0.000 {method 'items' of 'collections.OrderedDict' objects}
    43532    0.023    0.000    0.023    0.000 {method 'items' of 'dict' objects}
    20192    0.026    0.000    0.930    0.000 {method 'join' of 'bytes' objects}
  1207106    0.845    0.000    0.845    0.000 {method 'join' of 'str' objects}
    20192    0.013    0.000    0.013    0.000 {method 'keys' of 'dict' objects}
  1236370    0.468    0.000    0.468    0.000 {method 'lower' of 'str' objects}
    10096    0.009    0.000    0.009    0.000 {method 'lstrip' of 'str' objects}
    70069    0.244    0.000    0.244    0.000 {method 'match' of 're.Pattern' objects}
    70672    0.039    0.000    0.039    0.000 {method 'partition' of 'str' objects}
     2524    0.007    0.000    0.007    0.000 {method 'pop' of 'collections.OrderedDict' objects}
    27764    0.014    0.000    0.014    0.000 {method 'pop' of 'collections.deque' objects}
    58052    0.026    0.000    0.026    0.000 {method 'pop' of 'dict' objects}
     2524    0.003    0.000    0.003    0.000 {method 'pop' of 'list' objects}
     2524    0.002    0.000    0.002    0.000 {method 'pop' of 'set' objects}
    15144    0.008    0.000    0.008    0.000 {method 'popleft' of 'collections.deque' objects}
     2532    0.028    0.000    0.401    0.000 {method 'read' of '_io.BufferedReader' objects}
     5048    0.006    0.000    0.006    0.000 {method 'read' of '_io.StringIO' objects}
   512372    0.464    0.000    0.504    0.000 {method 'read' of '_io.TextIOWrapper' objects}
    12620    0.065    0.000  130.996    0.010 {method 'readline' of '_io.BufferedReader' objects}
     5048    0.034    0.000    0.034    0.000 {method 'readlines' of '_io._IOBase' objects}
     5049  131.230    0.026  131.230    0.026 {method 'recv_into' of '_socket.socket' objects}
    10096    0.007    0.000    0.007    0.000 {method 'release' of '_thread.RLock' objects}
   216433    0.113    0.000    0.113    0.000 {method 'replace' of 'str' objects}
    27764    0.022    0.000    0.022    0.000 {method 'rpartition' of 'str' objects}
    11989    0.023    0.000    0.023    0.000 {method 'rstrip' of 'bytes' objects}
    12620    0.010    0.000    0.010    0.000 {method 'rstrip' of 'str' objects}
    30288    0.103    0.000    0.103    0.000 {method 'search' of 're.Pattern' objects}
    10096    0.006    0.000    0.006    0.000 {method 'seek' of '_io.StringIO' objects}
     2524    0.245    0.000    0.245    0.000 {method 'sendall' of '_socket.socket' objects}
     7572    0.013    0.000    0.013    0.000 {method 'setdefault' of 'collections.OrderedDict' objects}
     7572    0.005    0.000    0.005    0.000 {method 'setdefault' of 'dict' objects}
     2524    0.038    0.000    0.038    0.000 {method 'setsockopt' of '_socket.socket' objects}
     5048    0.039    0.000    0.039    0.000 {method 'settimeout' of '_socket.socket' objects}
     2525    0.007    0.000    0.007    0.000 {method 'sort' of 'list' objects}
      631    0.000    0.000    0.000    0.000 {method 'span' of 're.Match' objects}
     5048    0.006    0.000    0.006    0.000 {method 'split' of 'bytes' objects}
    44304    0.061    0.000    0.061    0.000 {method 'split' of 'str' objects}
    73196    0.085    0.000    0.085    0.000 {method 'startswith' of 'str' objects}
    17668    0.012    0.000    0.012    0.000 {method 'strip' of 'str' objects}
  1231081   69.834    0.000  157.768    0.000 {method 'sub' of 're.Pattern' objects}
    17668    0.071    0.000    0.104    0.000 {method 'subn' of 're.Pattern' objects}
     5048    0.006    0.000    0.006    0.000 {method 'truncate' of '_io.StringIO' objects}
       45    0.000    0.000    0.000    0.000 {method 'union' of 'frozenset' objects}
     5048    0.009    0.000    0.009    0.000 {method 'update' of 'collections.OrderedDict' objects}
     2524    0.006    0.000    0.006    0.000 {method 'update' of 'dict' objects}
   981205    0.389    0.000    0.389    0.000 {method 'upper' of 'str' objects}
    30288    0.018    0.000    0.018    0.000 {method 'values' of 'collections.OrderedDict' objects}
     5048    0.004    0.000    0.004    0.000 {method 'values' of 'dict' objects}
     2524    0.006    0.000    0.006    0.000 {method 'write' of '_io.StringIO' objects}
        8    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
