ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
85273,0.275,0.000,0.275,0.000,utils.py:56(<listcomp>)
91126,0.059,0.000,0.059,0.000,utils.py:575(iter_slices)
91126,0.488,0.000,0.655,0.000,utils.py:630(unquote_unreserved)
91126,0.325,0.000,2.089,0.000,utils.py:654(requote_uri)
91126,1.346,0.000,10.360,0.000,utils.py:71(proxy_bypass_registry)
182252,0.173,0.000,0.173,0.000,utils.py:737(set_environ)
91126,1.681,0.000,176.657,0.002,utils.py:759(should_bypass_proxies)
91126,0.454,0.000,2.308,0.000,utils.py:767(get_proxy)
91126,0.556,0.000,335.649,0.004,utils.py:819(get_environ_proxies)
182252,1.756,0.000,12.589,0.000,utils.py:831(select_proxy)
91126,0.146,0.000,0.146,0.000,utils.py:884(default_user_agent)
91126,0.480,0.000,3.313,0.000,utils.py:893(default_headers)
1647942,1.860,0.000,1.860,0.000,{built-in method __new__ of type object at 0x00007FF977234920}
2553710,3.674,0.000,3.674,0.000,{built-in method _abc._abc_instancecheck}
182252,0.343,0.000,0.343,0.000,{built-in method _codecs.utf_8_decode}
2182,0.007,0.000,0.007,0.000,{built-in method _collections._count_elements}
4600,0.027,0.000,0.027,0.000,{built-in method _locale._get_locale_encoding}
91126,2.692,0.000,3.456,0.000,{built-in method _socket.getaddrinfo}
91126,0.770,0.000,0.770,0.000,{built-in method _thread.allocate_lock}
91126,0.090,0.000,0.090,0.000,{built-in method builtins.all}
546756,0.778,0.000,1.648,0.000,{built-in method builtins.any}
48656,0.017,0.000,0.017,0.000,{built-in method builtins.chr}
1,0.000,0.000,2506.380,2506.380,{built-in method builtins.exec}
1185064,1.454,0.000,1.454,0.000,{built-in method builtins.getattr}
2469602,1.707,0.000,1.707,0.000,{built-in method builtins.hasattr}
63546544,20.234,0.000,26.480,0.000,{built-in method builtins.isinstance}
186616,0.128,0.000,0.128,0.000,{built-in method builtins.iter}
6815079/6723953,2.839,0.000,2.960,0.000,{built-in method builtins.len}
2182,0.009,0.000,0.009,0.000,{built-in method builtins.max}
177840,0.203,0.000,0.203,0.000,{built-in method builtins.min}
364930,0.658,0.000,5.224,0.000,{built-in method builtins.next}
13612233,3.779,0.000,3.779,0.000,{built-in method builtins.ord}
1365825,2.215,0.000,13.280,0.000,{built-in method builtins.setattr}
546756,1.039,0.000,1.039,0.000,{built-in method builtins.sorted}
91126,14.102,0.000,14.576,0.000,{built-in method io.open}
182252,0.135,0.000,0.135,0.000,{built-in method nt.fspath}
182252,26.999,0.000,26.999,0.000,{built-in method nt.stat}
91126,0.070,0.000,0.070,0.000,{built-in method sys.audit}
91126,0.072,0.000,0.072,0.000,{built-in method time.monotonic}
182252,0.147,0.000,0.147,0.000,{built-in method time.perf_counter}
364504,0.363,0.000,0.363,0.000,{built-in method time.time}
91055,0.243,0.000,0.243,0.000,{built-in method unicodedata.normalize}
182252,6.345,0.000,6.345,0.000,{built-in method winreg.OpenKey}
273378,7.153,0.000,7.153,0.000,{built-in method winreg.QueryValueEx}
91126,0.066,0.000,0.066,0.000,{function HTTPResponse.flush at 0x000001C2AA6AD6C0}
182252,0.434,0.000,0.824,0.000,{function SocketIO.close at 0x000001C2AA674280}
91126,14.568,0.000,14.568,0.000,{function socket.close at 0x000001C2AA6477F0}
91126,0.619,0.000,0.619,0.000,{method 'Close' of 'PyHKEY objects}
2095898,1.285,0.000,1.285,0.000,{method '__enter__' of '_thread.lock objects}
91126,4.332,0.000,4.332,0.000,{method '__exit__' of '_io._IOBase objects}
364504,0.222,0.000,0.222,0.000,{method '__exit__' of '_thread.RLock objects}
2095898,0.817,0.000,0.817,0.000,{method '__exit__' of '_thread.lock objects}
624975,0.169,0.000,0.248,0.000,{method '__getitem__' of 'dict objects}
182038,0.212,0.000,0.212,0.000,{method '_checkClosed' of '_io._IOBase objects}
182038,0.317,0.000,0.515,0.000,{method '_checkReadable' of '_io._IOBase objects}
364504,0.453,0.000,0.453,0.000,{method 'acquire' of '_thread.RLock objects}
2004772,1.423,0.000,1.423,0.000,{method 'acquire' of '_thread.lock objects}
1002386,0.401,0.000,0.401,0.000,{method 'append' of 'collections.deque objects}
4580741,1.669,0.000,1.669,0.000,{method 'append' of 'list objects}
182252,0.119,0.000,0.119,0.000,{method 'appendleft' of 'collections.deque objects}
182252,0.186,0.000,0.186,0.000,{method 'clear' of 'collections.OrderedDict objects}
9880,0.070,0.000,0.070,0.000,{method 'clear' of 'dict objects}
91126,0.639,0.000,1.637,0.000,{method 'close' of '_io.BufferedReader objects}
91126,210.185,0.002,210.185,0.002,{method 'connect' of '_socket.socket objects}
364504,0.350,0.000,0.350,0.000,{method 'copy' of 'dict objects}
637882,0.737,0.000,0.737,0.000,{method 'count' of 'bytes objects}
364504,0.381,0.000,0.381,0.000,{method 'count' of 'str objects}
637882,0.552,0.000,0.552,0.000,{method 'decode' of 'bytearray objects}
14203543,4.700,0.000,4.700,0.000,{method 'decode' of 'bytes objects}
1,0.000,0.000,0.000,0.000,{method 'disable' of '_lsprof.Profiler objects}
3827292/3736166,3.249,0.000,4.358,0.000,{method 'encode' of 'str objects}
182252,0.109,0.000,0.109,0.000,{method 'end' of 're.Match objects}
364504,0.384,0.000,0.384,0.000,{method 'endswith' of 'str objects}
182252,0.244,0.000,0.244,0.000,{method 'extend' of 'collections.deque objects}
182654,0.290,0.000,0.366,0.000,{method 'extend' of 'list objects}
744884,0.784,0.000,0.784,0.000,{method 'find' of 'str objects}
1116848,5.480,0.000,5.480,0.000,{method 'finditer' of '_regex.Pattern objects}
6899,0.016,0.000,0.016,0.000,{method 'format' of 'str objects}
455630,0.943,0.000,0.943,0.000,{method 'fullmatch' of 're.Pattern objects}
2274447,2.172,0.000,2.172,0.000,{method 'get' of 'dict objects}
41520,0.020,0.000,0.020,0.000,{method 'group' of 're.Match objects}
546756,0.576,0.000,0.576,0.000,{method 'groups' of 're.Match objects}
13840,0.005,0.000,0.005,0.000,{method 'isalnum' of 'str objects}
93860,0.050,0.000,0.050,0.000,{method 'isascii' of 'str objects}
364504,0.186,0.000,0.186,0.000,{method 'items' of 'collections.OrderedDict objects}
1642379,0.755,0.000,0.755,0.000,{method 'items' of 'dict objects}
729008,0.818,0.000,27.393,0.000,{method 'join' of 'bytes objects}
1453565,0.978,0.000,0.979,0.000,{method 'join' of 'str objects}
729008,0.390,0.000,0.390,0.000,{method 'keys' of 'dict objects}
32822124,11.457,0.000,11.457,0.000,{method 'lower' of 'str objects}
364504,0.297,0.000,0.297,0.000,{method 'lstrip' of 'str objects}
11313315,18.215,0.000,18.215,0.000,{method 'match' of '_regex.Pattern objects}
2460402,7.138,0.000,7.138,0.000,{method 'match' of 're.Pattern objects}
2551528,1.246,0.000,1.246,0.000,{method 'partition' of 'str objects}
91126,0.190,0.000,0.190,0.000,{method 'pop' of 'collections.OrderedDict objects}
1002386,0.455,0.000,0.455,0.000,{method 'pop' of 'collections.deque objects}
2095898,0.867,0.000,0.867,0.000,{method 'pop' of 'dict objects}
91126,0.088,0.000,0.088,0.000,{method 'pop' of 'list objects}
91126,0.063,0.000,0.063,0.000,{method 'pop' of 'set objects}
546756,0.248,0.000,0.248,0.000,{method 'popleft' of 'collections.deque objects}
91339,0.936,0.000,10.721,0.000,{method 'read' of '_io.BufferedReader objects}
182252,0.217,0.000,0.217,0.000,{method 'read' of '_io.StringIO objects}
18498578,14.442,0.000,15.718,0.000,{method 'read' of '_io.TextIOWrapper objects}
455630,1.955,0.000,1202.022,0.003,{method 'readline' of '_io.BufferedReader objects}
182252,1.039,0.000,1.039,0.000,{method 'readlines' of '_io._IOBase objects}
182038,1207.520,0.007,1207.520,0.007,{method 'recv_into' of '_socket.socket objects}
364504,0.222,0.000,0.222,0.000,{method 'release' of '_thread.RLock objects}
7747782,3.264,0.000,3.264,0.000,{method 'replace' of 'str objects}
1002386,0.720,0.000,0.720,0.000,{method 'rpartition' of 'str objects}
455630,0.474,0.000,0.474,0.000,{method 'rstrip' of 'bytes objects}
455630,0.313,0.000,0.313,0.000,{method 'rstrip' of 'str objects}
1093512,2.657,0.000,2.657,0.000,{method 'search' of 're.Pattern objects}
364504,0.190,0.000,0.190,0.000,{method 'seek' of '_io.StringIO objects}
91126,6.841,0.000,6.841,0.000,{method 'sendall' of '_socket.socket objects}
273378,0.375,0.000,0.375,0.000,{method 'setdefault' of 'collections.OrderedDict objects}
273378,0.133,0.000,0.133,0.000,{method 'setdefault' of 'dict objects}
91126,1.308,0.000,1.308,0.000,{method 'setsockopt' of '_socket.socket objects}
182252,1.319,0.000,1.319,0.000,{method 'settimeout' of '_socket.socket objects}
93427,0.194,0.000,0.194,0.000,{method 'sort' of 'list objects}
786625,0.375,0.000,0.375,0.000,{method 'span' of '_regex.Match objects}
182252,0.208,0.000,0.208,0.000,{method 'split' of 'bytes objects}
1633122,1.888,0.000,1.888,0.000,{method 'split' of 'str objects}
2642654,2.598,0.000,2.598,0.000,{method 'startswith' of 'str objects}
637882,0.387,0.000,0.387,0.000,{method 'strip' of 'str objects}
78227,0.884,0.000,1.158,0.000,{method 'sub' of '_regex.Pattern objects}
637882,1.435,0.000,1.529,0.000,{method 'subn' of 're.Pattern objects}
182252,0.143,0.000,0.143,0.000,{method 'truncate' of '_io.StringIO objects}
1154,0.007,0.000,0.007,0.000,{method 'union' of 'frozenset objects}
182252,0.279,0.000,0.279,0.000,{method 'update' of 'collections.OrderedDict objects}
91126,0.187,0.000,0.187,0.000,{method 'update' of 'dict objects}
42779614,14.342,0.000,14.342,0.000,{method 'upper' of 'str objects}
1093512,0.588,0.000,0.588,0.000,{method 'values' of 'collections.OrderedDict objects}
182252,0.140,0.000,0.140,0.000,{method 'values' of 'dict objects}
91126,0.205,0.000,0.205,0.000,{method 'write' of '_io.StringIO objects}
